restaurant_name,restaurant_type,rating,num_ratings,avg_cost,has_online_order,has_table_booking,cuisines,area,address
Chandni Chowk 2 Bangalore,Quick Bites,4.2,241,400.0,1,0,"North Indian, Rolls",Indiranagar,Jeevan Bhima Nagar
Chandrappa Hotel,Quick Bites,4.2,253,450.0,1,0,"South Indian, North Indian, Chinese",Malleshwaram,Yeshwantpur
Chandrika Tiffins,"Takeaway, Delivery",4.0,87,300.0,1,0,"North Indian, Street Food",Whitefield,Whitefield
Chandrima'S Kitchen,"Takeaway, Delivery",3.7,38,400.0,1,0,"Bengali, North Indian",Bannerghatta Road,Bannerghatta Road
Chandu Dhaba,Quick Bites,3.8,40,250.0,0,0,"Street Food, Chinese, Fast Food",Hsr,Hsr
Chandus Delux,Casual Dining,3.9,81,600.0,1,0,"South Indian, North Indian, Seafood, Chinese",Malleshwaram,Malleshwaram
Chandus Hotel,Quick Bites,3.0,12,200.0,0,0,South Indian,Rajajinagar,Basaveshwara Nagar
Chantilly,"Cafe, Bakery",4.1,114,450.0,1,0,"Cafe, Bakery",Indiranagar,Indiranagar
Chapati House,Quick Bites,3.9,33,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Ejipura
Chapter One Bar | Maiin,"Bar, Casual Dining",4.2,997,1400.0,0,1,"Continental, Italian, North Indian",New Bel Road,New Bel Road
Charcoal Eats,Quick Bites,4.0,54,500.0,1,0,"Mughlai, Biryani, Fast Food",Hsr,Hsr
C-Harge By Chefkraft,Cafe,3.4,7,600.0,0,0,"Cafe, Continental",Indiranagar,Indiranagar
Charlee'S Chicken,Quick Bites,3.2,34,300.0,1,0,"Rolls, Chinese, Fast Food",Bannerghatta Road,Bannerghatta Road
Charlie Fast Food & Restaurant,Quick Bites,2.8,40,300.0,0,0,"Chinese, Fast Food",Malleshwaram,Rajajinagar
Charminar Kabab Paradise,Casual Dining,4.0,104,500.0,1,0,"North Indian, Chinese, Mughlai, Kebab",Brigade Road,Frazer Town
Chashni Sweets,Sweet Shop,3.4,8,200.0,0,0,"Mithai, Street Food",Brookefield,Whitefield
Chaska Box,"Takeaway, Delivery",3.3,4,1400.0,0,0,"Bakery, Desserts",Sarjapur Road,Sarjapur Road
Chaska Bun,Quick Bites,4.2,166,300.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Chatar Patar,Quick Bites,3.6,65,300.0,0,0,"Fast Food, Street Food",Jayanagar,Banashankari
Chatora,Quick Bites,3.5,108,300.0,1,0,"North Indian, Fast Food, Street Food",Brookefield,Marathahalli
Chatora Singh,Quick Bites,3.9,44,200.0,1,0,"North Indian, Fast Food",Old Airport Road,Old Airport Road
Chatorezz,Quick Bites,3.6,26,250.0,1,0,"North Indian, Chinese",Bellandur,Marathahalli
Chatori Gali,Casual Dining,2.9,51,600.0,0,0,"North Indian, Street Food",Bannerghatta Road,Jp Nagar
Chatori Tongue,Quick Bites,3.9,65,100.0,1,0,Street Food,Sarjapur Road,Sarjapur Road
Chatorr,Quick Bites,2.9,78,400.0,0,0,"Fast Food, Street Food",Bellandur,Bellandur
Chatpata,Food Court,3.2,4,500.0,0,0,Street Food,Brookefield,Brookefield
Chatpata Chaat Station,Quick Bites,3.5,19,500.0,0,0,"North Indian, Street Food, Chinese",Marathahalli,Marathahalli
Chatpata India,Food Court,3.9,40,400.0,1,0,North Indian,Brookefield,Whitefield
Chatpatlal Sweets & Snacks,"Quick Bites, Sweet Shop",4.1,342,200.0,1,0,"Street Food, Mithai, North Indian, Beverages, Desserts",Whitefield,Marathahalli
Chats Point,Quick Bites,3.4,8,150.0,1,0,"Fast Food, Street Food",Banashankari,Basavanagudi
Chattar Mattar,Quick Bites,3.5,11,150.0,0,0,"North Indian, Chinese",Hsr,Hsr
Chatter Platter,Quick Bites,3.4,29,300.0,1,0,"Street Food, North Indian","Byresandra,Tavarekere,Madiwala",Btm
Chattorey - The Family Restaurant,Casual Dining,3.4,37,400.0,0,0,"North Indian, Chinese",Brookefield,Marathahalli
Chavadi,"Casual Dining, Bar",4.4,2233,1200.0,1,1,"Continental, North Indian, Pizza, Italian",Bannerghatta Road,Bannerghatta Road
Chawla'S 2 Online.Com,Delivery,3.5,5,800.0,1,0,North Indian,Bannerghatta Road,Jp Nagar
Checkered Bar - Mgm Mark,Lounge,3.6,19,1300.0,0,0,"North Indian, Continental, Chinese",Brookefield,Whitefield
Checkpost,Casual Dining,4.0,960,600.0,1,0,"South Indian, Seafood, North Indian, Beverages",Jayanagar,Jp Nagar
Cheers Life,Kiosk,3.4,4,300.0,0,0,"Beverages, Juices",Whitefield,"Varthur Main Road, Whitefield"
Cheers Pub Bar & Restro,"Pub, Bar",2.8,40,1100.0,0,1,"Continental, Finger Food, Pizza, North Indian, Bar Food",Koramangala 4Th Block,Koramangala 4Th Block
Cheesecake Alley,Bakery,3.1,8,400.0,0,0,"Bakery, Desserts",Hsr,Hsr
Cheesiano Pizza,Quick Bites,4.0,199,700.0,1,1,"Pizza, Italian",Bannerghatta Road,Jp Nagar
Cheesy Juicy Burgers,Quick Bites,3.8,18,500.0,1,0,"Burger, Fast Food",Hsr,Hsr
Chef & Dine,Casual Dining,3.2,57,650.0,1,0,"North Indian, Arabian, Fast Food",Bannerghatta Road,Bannerghatta Road
Chef Baker'S,Bakery,2.9,36,600.0,1,0,"Bakery, Fast Food, Pizza, Burger, Cafe",Kalyan Nagar,Nagawara
Chef Delicacies,"Takeaway, Delivery",2.7,6,400.0,1,0,"Kebab, Rolls, Charcoal Chicken",Brookefield,"Varthur Main Road, Whitefield"
Chef Fast Food,Quick Bites,3.1,26,300.0,1,0,"Fast Food, North Indian, South Indian",Indiranagar,Old Airport Road
Chef Genie,Delivery,2.8,40,500.0,1,0,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",Hsr
Chef In,Casual Dining,3.6,198,500.0,0,0,"Biryani, North Indian, Chinese",Marathahalli,Brookefield
Chef Inn Regency,"Casual Dining, Bar",3.3,4,400.0,0,0,"North Indian, Chinese, Andhra, Mangalorean",Old Airport Road,Domlur
Chef Kitchen,Quick Bites,3.7,19,200.0,1,0,"North Indian, Biryani, Charcoal Chicken",New Bel Road,New Bel Road
Chef Master,Quick Bites,3.8,75,300.0,1,0,"Kerala, North Indian, Chinese",Basavanagudi,Jayanagar
Chefactory Gold By Flechazo,Casual Dining,3.7,353,700.0,1,0,"North Indian, Biryani",Brookefield,Whitefield
Chefeana,Quick Bites,4.0,212,400.0,1,0,North Indian,Bannerghatta Road,Bannerghatta Road
Chefie,Quick Bites,3.8,37,200.0,1,0,"Continental, Fast Food, Italian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block
Chefkraft,"Takeaway, Delivery",3.9,145,800.0,0,0,"Continental, Fast Food, Salad",Indiranagar,Indiranagar
Chef'S Bank,Casual Dining,3.4,19,700.0,1,0,"North Indian, Chinese",Malleshwaram,Yeshwantpur
Chef'S Cap Chinese Cuisine Restaurant,Quick Bites,3.9,30,400.0,1,0,Chinese,Indiranagar,Old Airport Road
Chef'S Gallery,Casual Dining,3.5,95,700.0,0,0,"Chinese, Italian, North Indian",Bellandur,Bellandur
Chellappa'S,Casual Dining,3.2,115,500.0,1,0,"Chettinad, South Indian, North Indian",Marathahalli,Kaggadasapura
Chels Cafe,Cafe,3.5,20,500.0,1,0,"Cafe, Burger",Brigade Road,Cunningham Road
Cheta'S Kitchen,Quick Bites,3.9,78,350.0,1,0,"Kerala, South Indian, Seafood",New Bel Road,Yelahanka
Chettayees,Quick Bites,3.4,147,400.0,1,0,"Kerala, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Btm
Chettinad Food House,Quick Bites,3.1,7,300.0,0,0,"South Indian, Chettinad, North Indian","Byresandra,Tavarekere,Madiwala",Btm
Chetty'S Coffee,Quick Bites,3.5,87,150.0,0,0,South Indian,Kalyan Nagar,Kalyan Nagar
Chetty'S Corner,Quick Bites,3.4,26,150.0,1,0,"Fast Food, Burger",Malleshwaram,Rajajinagar
Chez Mariannick,Casual Dining,4.1,395,1000.0,0,0,"French, Pizza, Bakery",Brookefield,Whitefield
Chez Nous - Novotel,Lounge,3.9,125,2500.0,0,1,"European, French, North Indian",Bellandur,Marathahalli
Chianti,Casual Dining,4.4,280,1500.0,0,1,Italian,Church Street,Mg Road
Chichaba'S Taj,Casual Dining,3.8,289,600.0,1,0,"Biryani, North Indian, Mughlai",Kalyan Nagar,Kalyan Nagar
Chick Blast,Quick Bites,3.3,6,400.0,0,0,Fast Food,Electronic City,Electronic City
Chick Inn,Quick Bites,3.8,99,300.0,1,0,Fast Food,Malleshwaram,Rajajinagar
Chick Inn 24X7,Quick Bites,3.6,86,450.0,0,0,Fast Food,Rajajinagar,Malleshwaram
Chicken Corner,Casual Dining,3.2,6,450.0,0,0,"North Indian, Chinese, Mughlai",Lavelle Road,Majestic
Chicken County,Casual Dining,3.8,136,650.0,0,0,"North Indian, Chinese",Lavelle Road,Majestic
Chicken County Grand,Casual Dining,3.9,319,650.0,1,0,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
Chicken County Restaurant,Casual Dining,3.5,10,400.0,1,0,"North Indian, Chinese, Fast Food",Bannerghatta Road,Bannerghatta Road
Chicken Dera,Quick Bites,3.0,25,400.0,0,0,"Mughlai, Kebab, Biryani",Bannerghatta Road,Jp Nagar
Chicken Hunt,Quick Bites,3.5,88,350.0,1,0,"South Indian, North Indian, Chinese, Biryani",Banashankari,Banashankari
Chicken Magic,Quick Bites,3.6,214,300.0,1,0,"Chinese, North Indian",Koramangala 5Th Block,Btm
Chicken Man,Kiosk,3.7,48,400.0,1,0,"Roast Chicken, Burger",Bellandur,Bellandur
Chicken Shawarma Hub,"Takeaway, Delivery",3.1,14,250.0,0,0,"Fast Food, Arabian, Beverages",Bellandur,Bellandur
Chickmate,Quick Bites,3.4,6,400.0,0,0,Fast Food,Kalyan Nagar,Banaswadi
Chickpet Donne Biriyani Mane,Quick Bites,2.7,37,150.0,1,0,"Biryani, South Indian, Kebab",Kalyan Nagar,Nagawara
Chickpet Donne Biryani House,Casual Dining,3.7,80,600.0,1,0,"Biryani, South Indian, Fast Food",Brookefield,Marathahalli
Chickz N Cheez,Quick Bites,3.4,22,300.0,1,0,"North Indian, Fast Food",Malleshwaram,Rajajinagar
Chikeys,Quick Bites,3.0,19,400.0,0,0,"Burger, Fast Food",Electronic City,Electronic City
Chikkanna Tiffin Room,Quick Bites,4.3,84,200.0,1,0,South Indian,Malleshwaram,Seshadripuram
Chikpet Donne Biriyani Corner,Quick Bites,3.2,7,400.0,1,0,"Biryani, Kebab",Malleshwaram,Basaveshwara Nagar
Chikpet Donne Biriyani House,Food Court,3.3,18,400.0,1,0,"Biryani, Kebab",Brookefield,Whitefield
Chikpet Donne Biryani House,Quick Bites,3.6,23,350.0,1,0,Biryani,Malleshwaram,Yeshwantpur
Chili'S American Grill & Bar,Casual Dining,4.6,4955,1400.0,1,0,"American, Tex-Mex, Burger, Bbq, Mexican",Whitefield,Whitefield
Chill,Casual Dining,3.8,42,800.0,0,0,"North Indian, Chinese, Continental",Brookefield,Whitefield
Chill Magic,Beverage Shop,2.8,40,200.0,0,0,"Juices, Beverages",Bannerghatta Road,Jp Nagar
Chill Out,Beverage Shop,3.4,9,150.0,0,0,"Beverages, Juices",Indiranagar,Thippasandra
Chill Out Cafe,Quick Bites,3.5,11,350.0,0,0,"North Indian, Chinese",Electronic City,Electronic City
Chillax,Quick Bites,3.3,4,300.0,0,0,"Fast Food, Beverages",Hsr,Bommanahalli
Chilld Monk,Dessert Parlor,3.5,8,250.0,1,0,"Desserts, Ice Cream","Byresandra,Tavarekere,Madiwala",Btm
Chiller'S Nation - Iris Inn,Bar,2.9,27,1200.0,0,0,"North Indian, Continental, Italian",Marathahalli,Marathahalli
Chilli Chicken,Quick Bites,3.0,7,500.0,1,0,Fast Food,Mg Road,Brigade Road
Chilli Flakes,Quick Bites,3.6,46,500.0,1,0,"Fast Food, Italian, Beverages",Banashankari,Banashankari
Chilli N Chicken,Quick Bites,3.2,4,400.0,0,0,Andhra,Jayanagar,Jp Nagar
Chilli Park,Quick Bites,2.8,40,300.0,1,0,"North Indian, Chinese, Fast Food",Electronic City,Electronic City
Chillies Restaurant,Casual Dining,3.7,24,500.0,0,0,"North Indian, South Indian, Chinese",Rajajinagar,Majestic
Chillikum,Quick Bites,3.6,38,350.0,1,0,North Indian,Indiranagar,Indiranagar
Chill-Um Cafe,Quick Bites,4.1,151,600.0,1,1,"Cafe, Chinese, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block
Chilly N Chicken,Quick Bites,3.5,14,250.0,0,0,"Andhra, Biryani",Jayanagar,Jp Nagar
Chillz,Quick Bites,3.5,9,100.0,0,0,"Fast Food, Juices, Street Food",Bannerghatta Road,Jp Nagar
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,Bar,4.3,236,2500.0,0,1,Finger Food,Whitefield,"Itpl Main Road, Whitefield"
Chin Chin By The Biere Club,Casual Dining,4.2,263,1500.0,1,1,Asian,Brookefield,Whitefield
Chin Lung Resto Bar,Bar,3.9,378,1000.0,0,0,"North Indian, Chinese, Fast Food",Brigade Road,Residency Road
Chin Lung Resto-Bar,"Casual Dining, Bar",4.0,307,1000.0,0,0,"North Indian, Chinese, Fast Food",New Bel Road,New Bel Road
China Bistro & Lounge,Casual Dining,4.4,79,1600.0,1,1,"Asian, Chinese, Thai, Korean",Indiranagar,Indiranagar
China Bowl,Casual Dining,3.9,455,1000.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block
China Down Town,Casual Dining,3.5,5,800.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block
China Garden,Quick Bites,3.6,25,300.0,1,0,"Chinese, North Indian",Electronic City,Electronic City
China Hut,Kiosk,3.8,56,500.0,0,0,Chinese,Church Street,Frazer Town
China On My Plate,Casual Dining,2.8,23,800.0,1,0,Chinese,Bellandur,Bellandur
China Pearl,Casual Dining,4.1,155,1100.0,1,0,"Chinese, Momos",Kalyan Nagar,Kalyan Nagar
China South,Casual Dining,3.4,4,600.0,0,0,"Chinese, Tibetan",Lavelle Road,Brigade Road
China Tang,"Takeaway, Delivery",3.7,41,600.0,1,0,Chinese,Bannerghatta Road,Btm
China Town 07,Quick Bites,2.8,40,300.0,1,0,"Chinese, Momos",Bannerghatta Road,Btm
Chination,Delivery,3.5,4,600.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block
Chinese Chaska,Casual Dining,3.1,125,550.0,1,0,"Chinese, North Indian, Biryani",Brookefield,Whitefield
Chinese Corner,Quick Bites,2.8,34,200.0,0,0,Chinese,Basavanagudi,Basavanagudi
Chinese Corner And Bengali Mess,Mess,3.5,28,300.0,1,0,"Chinese, Bengali",New Bel Road,Sanjay Nagar
Chinese Fire Dragon,Casual Dining,3.4,25,550.0,0,0,"Chinese, North Indian, Momos",Old Airport Road,Domlur
Chinese Food Point,"Takeaway, Delivery",2.8,40,300.0,1,0,"Chinese, Fast Food",Whitefield,Kr Puram
Chinese House,Quick Bites,2.8,19,300.0,1,0,"Chinese, Thai, Momos",Basavanagudi,Jayanagar
Chinese Kitchen,Quick Bites,3.8,58,150.0,1,0,Chinese,Banashankari,Basavanagudi
Chinese Square,Quick Bites,3.9,38,200.0,1,0,Chinese,Banashankari,Basavanagudi
Chinese Street,Casual Dining,3.1,134,650.0,1,0,Chinese,Whitefield,Whitefield
Chinita Real Mexican Food,Casual Dining,4.4,2658,1200.0,0,0,Mexican,Indiranagar,Indiranagar
Chinmayee'S,Casual Dining,3.1,83,700.0,0,0,"North Indian, Chinese",Electronic City,Electronic City
Chinnu'S Mane Biryani,Quick Bites,3.5,10,300.0,1,0,Biryani,Kalyan Nagar,Banaswadi
Chintu Chit Chat Centre,Quick Bites,3.5,22,100.0,0,0,Street Food,Kammanahalli,Banaswadi
Chit Chat Cafe,"Beverage Shop, Quick Bites",2.8,40,150.0,0,0,"Beverages, Fast Food",Old Airport Road,Old Airport Road
Chitu'S Kitchen,Quick Bites,3.5,10,450.0,0,0,"North Indian, Chinese",Indiranagar,Indiranagar
Chivi'S Meilleurs Boulangers,Quick Bites,3.4,12,300.0,1,0,"South Indian, Bakery, Fast Food",Electronic City,Electronic City
Choco Allure,"Takeaway, Delivery",3.4,5,300.0,0,0,Desserts,Indiranagar,Indiranagar
Choco Cheese,Dessert Parlor,2.8,40,300.0,1,0,Desserts,Koramangala 5Th Block,Btm
Choco Nut Cafe,Quick Bites,3.2,19,150.0,1,0,Desserts,Electronic City,Electronic City
Chocoberry,Dessert Parlor,3.5,56,400.0,1,0,"Ice Cream, Desserts, Beverages",Banashankari,Jayanagar
Chocolat Boulangerie Patisserie,Dessert Parlor,4.1,445,400.0,0,0,"Bakery, Continental, Sandwich, Beverages, Desserts",Koramangala 4Th Block,Koramangala 4Th Block
Chocolate D'Luxe,Dessert Parlor,4.1,183,550.0,1,0,Desserts,Brigade Road,Lavelle Road
Chocolate Junction,Dessert Parlor,3.8,29,200.0,0,0,Desserts,Brigade Road,Ulsoor
Choconut Cafe,Quick Bites,3.4,6,250.0,0,0,"Fast Food, Beverages",Electronic City,Electronic City
Chocs Cafe,Quick Bites,3.6,23,400.0,1,0,"Fast Food, Desserts, Beverages",Frazer Town,Rt Nagar
Choi Choi Momos,Kiosk,3.8,29,300.0,0,0,"Chinese, Fast Food, Momos",Brigade Road,Brigade Road
Choice Of Food,Delivery,2.8,40,250.0,1,0,"North Indian, Desserts",Whitefield,Whitefield
Chokha Chowka,Quick Bites,3.8,358,400.0,1,0,"North Indian, Chinese",Jayanagar,Btm
Chokha Zaika,Quick Bites,2.8,40,300.0,0,0,North Indian,Electronic City,Electronic City
Choo Zi,Delivery,2.8,40,300.0,0,0,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Chopserve,Quick Bites,3.5,5,300.0,0,0,Chinese,Hsr,Hsr
Chopstick Kitchen,Casual Dining,3.4,71,600.0,1,0,"Chinese, Momos",Marathahalli,Kaggadasapura
Chopstick World,Casual Dining,4.0,178,750.0,0,0,"Chinese, North Indian",Rajajinagar,Basaveshwara Nagar
Chord Road Resto-Bar,"Casual Dining, Lounge",3.2,97,1000.0,0,0,"North Indian, South Indian, Chinese",Rajajinagar,Rajajinagar
Chorum Curryum,Quick Bites,2.8,40,250.0,0,0,"Chinese, Kerala, South Indian","Byresandra,Tavarekere,Madiwala",Btm
Chote Miya,Quick Bites,3.6,16,500.0,0,0,"Mughlai, Biryani, Rolls",Frazer Town,Frazer Town
Chow San,Casual Dining,3.0,122,500.0,1,0,"Chinese, Thai, Momos",Bannerghatta Road,Bannerghatta Road
Chowk Tea Stall,Quick Bites,3.4,8,100.0,0,0,"Street Food, Tea","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block
Chowmein,Casual Dining,3.8,284,800.0,1,0,"Chinese, North Indian, Momos, Biryani",Malleshwaram,Basaveshwara Nagar
Chowpatty,Quick Bites,3.6,95,300.0,1,0,"North Indian, Fast Food, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block
Chriz Cafe,"Takeaway, Delivery",3.5,11,400.0,1,0,"South Indian, Biryani",Bellandur,Sarjapur Road
Chubalas Curry And Rice,Quick Bites,4.0,209,550.0,1,0,"Naga, Goan, Seafood, Chinese",Frazer Town,Kammanahalli
Chugg,Pub,3.9,746,1500.0,0,1,"Finger Food, Continental, Asian, North Indian",Church Street,Church Street
Chulha Chauki Da Dhaba,Casual Dining,4.1,295,1000.0,1,0,North Indian,Brookefield,Marathahalli
Chullah Bhatti,Casual Dining,4.0,557,900.0,1,1,"North Indian, Chinese",Bellandur,Marathahalli
Chullah Chandigarh,Casual Dining,4.2,308,800.0,0,0,North Indian,Bellandur,Bellandur
Chumma Delicious,Quick Bites,3.7,237,200.0,1,0,"South Indian, Fast Food",Banashankari,Banashankari
Chung Shan Chinese Restaurant,Quick Bites,3.7,32,500.0,0,0,"Chinese, Momos",Church Street,Ejipura
Chung Wah,Casual Dining,2.5,73,800.0,0,0,"Chinese, Momos",Whitefield,"Itpl Main Road, Whitefield"
Chung Wah Express,Casual Dining,2.8,94,600.0,1,0,"Chinese, Thai, Momos, Vietnamese",Brigade Road,Indiranagar
Chung Wah Opus,Casual Dining,3.0,57,650.0,1,0,"Chinese, Thai",Bannerghatta Road,Jp Nagar
Chung'S Chinese Corner,Casual Dining,2.7,283,700.0,1,0,Chinese,Church Street,Indiranagar
Chungs Pavilion,Casual Dining,3.9,247,650.0,1,0,Chinese,Indiranagar,Indiranagar
Church Street Social,Lounge,4.3,7544,1500.0,1,0,"American, North Indian, Chinese, Finger Food, Momos",Brigade Road,Church Street
Churchill'S,"Casual Dining, Pub",4.1,1403,1100.0,1,1,"North Indian, Continental",Bannerghatta Road,Jp Nagar
Churn,Quick Bites,4.2,58,250.0,1,0,"Desserts, Ice Cream",Malleshwaram,New Bel Road
Churrascaria Brazil,Casual Dining,4.1,111,1400.0,0,0,European,Kalyan Nagar,Kammanahalli
Chutney Chang,Casual Dining,4.1,2339,1500.0,1,1,"North Indian, Chinese, Bbq",Banashankari,Jayanagar
Ciclo Cafe,"Cafe, Casual Dining",4.3,1269,1000.0,1,0,"Cafe, Italian, American",Indiranagar,Indiranagar
Ciclo Life,Delivery,2.8,40,400.0,0,0,"Salad, Beverages, Juices",Old Airport Road,Indiranagar
Cilantro,"Casual Dining, Bar",4.0,280,1500.0,1,1,"European, American, Continental, North Indian, Steak","Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block
Cinnabon,Quick Bites,4.0,80,400.0,0,0,"Beverages, American, Bakery",Whitefield,Whitefield
Cinnamon,Casual Dining,3.7,28,1000.0,0,0,"North Indian, Asian, Continental",Lavelle Road,Seshadripuram
Cinnamon - Grills And Gourmet,Quick Bites,3.6,10,400.0,0,0,"Chinese, South Indian",New Bel Road,New Bel Road
"Cinnamon - Renaissance Hotel, Bengaluru",Dessert Parlor,4.3,236,500.0,0,0,Desserts,Malleshwaram,Race Course Road
Cinnamon'S Kitchen,Quick Bites,3.7,25,300.0,1,0,"North Indian, South Indian, Fast Food",Indiranagar,Old Airport Road
Cirkus,"Bar, Casual Dining",4.3,331,1400.0,0,1,"North Indian, Continental, Fast Food, Beverages, Pizza",Hsr,Hsr
Cita Pani,Quick Bites,3.8,55,350.0,1,1,"Biryani, North Indian, Arabian",Old Airport Road,Indiranagar
Citrus - The Leela Palace,Fine Dining,4.2,589,3500.0,0,1,"North Indian, Italian, Asian, Continental, Mediterranean",Indiranagar,Old Airport Road
Citrus Cafe - Lemon Tree Hotel,Casual Dining,3.8,118,1900.0,0,0,"North Indian, Continental, South Indian, Asian",Brookefield,Whitefield
Citrus Cafe - Lemon Tree Premier,Casual Dining,3.9,183,2200.0,0,0,"North Indian, Continental, South Indian",Brigade Road,Ulsoor
City Cafe,"Beverage Shop, Quick Bites",3.3,4,200.0,1,0,"Beverages, Juices, Fast Food, Rolls",Jayanagar,Jp Nagar
City Durbar,Casual Dining,3.7,71,450.0,1,0,"North Indian, Chinese, Biryani",Basavanagudi,Jayanagar
Ck'S Bakery,Bakery,2.8,40,200.0,1,0,"Bakery, Fast Food",Indiranagar,City Market
Classic Biryani Hut,Quick Bites,3.4,10,300.0,1,0,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",Hsr
Classic Lassi Shop,Beverage Shop,3.4,43,150.0,1,0,"Beverages, Ice Cream",Lavelle Road,Ulsoor
Classic Shop,Beverage Shop,3.3,6,150.0,1,0,"Juices, Beverages",Brigade Road,Ulsoor
Clean Bowled,"Takeaway, Delivery",3.3,4,300.0,1,0,"Healthy Food, Salad",Koramangala 6Th Block,Indiranagar
Clean Eats,"Takeaway, Delivery",2.8,40,300.0,0,0,Healthy Food,Electronic City,Electronic City
Clean Slate Cafe,Cafe,4.1,272,600.0,1,0,"Cafe, Continental, Italian",Malleshwaram,Malleshwaram
Cloud Foods,Casual Dining,2.8,40,600.0,0,0,"Bbq, Biryani, Charcoal Chicken, Chinese, North Indian, Kerala, Seafood, Street Food",Brigade Road,Hsr
Cloudnyn - Sterling Mac Hotel,Bar,4.0,417,1000.0,0,0,Finger Food,Old Airport Road,Old Airport Road
Clove Rooftop,Casual Dining,3.8,234,1000.0,0,1,"Konkan, Seafood",Jayanagar,Jayanagar
Cluxi,Quick Bites,3.6,15,300.0,0,0,Fast Food,Kalyan Nagar,Kammanahalli
Coal Grill & Cafe,Quick Bites,3.3,8,300.0,0,0,Arabian,"Byresandra,Tavarekere,Madiwala",Btm
Coast,Casual Dining,3.2,68,750.0,1,0,"Seafood, Mangalorean, North Indian, Biryani",Old Airport Road,Jeevan Bhima Nagar
Coastal Biryani Paradise,Casual Dining,3.9,140,500.0,1,0,"North Indian, Chinese, Biryani",Malleshwaram,Rt Nagar
Coastal Creek,Casual Dining,3.3,13,600.0,0,0,"North Indian, Continental, South Indian",Church Street,Vasanth Nagar
Coastal Curry,Quick Bites,3.5,15,350.0,1,0,"North Indian, Andhra, Chinese, Seafood",Rajajinagar,Vijay Nagar
Coastal Delight,Casual Dining,4.1,198,650.0,1,0,"Seafood, South Indian, North Indian, Mangalorean, Chinese",Brigade Road,Indiranagar
Coastal Express,Quick Bites,3.4,35,300.0,1,0,South Indian,Malleshwaram,Malleshwaram
Coastal Fish Land,Casual Dining,2.8,40,500.0,1,0,Mangalorean,Bellandur,Bellandur
Coastal Hub,Casual Dining,4.0,364,700.0,1,1,"Kerala, Seafood, Chinese",Brookefield,Whitefield
Coastal Inn,Casual Dining,3.4,66,800.0,0,0,"Chinese, North Indian, Seafood",Bannerghatta Road,Bannerghatta Road
Coastal Mama,Casual Dining,4.1,466,700.0,0,1,"Konkan, Mangalorean, North Indian, Seafood",Bannerghatta Road,Jp Nagar
Coastal Paradise Family Restaurant,Quick Bites,2.8,40,450.0,0,0,"North Indian, Chinese, Seafood",Koramangala 7Th Block,Wilson Garden
Coastal Spice,Casual Dining,3.7,56,900.0,1,1,"Seafood, North Indian, Chinese, Continental, Mangalorean",Malleshwaram,Rajajinagar
Cobaja,Casual Dining,4.2,82,700.0,1,1,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",Residency Road,Brigade Road
Cochin Connection,Food Court,3.6,41,500.0,1,0,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 6Th Block
Coco Barista,Cafe,2.8,40,400.0,0,0,"Cafe, Beverages","Byresandra,Tavarekere,Madiwala",Btm
Coco Grove Beer Cafe,Casual Dining,3.8,150,800.0,0,0,Continental,Brigade Road,Church Street
Cocoa Bakes,Bakery,3.6,14,350.0,1,0,"Bakery, Desserts",Banashankari,Banashankari
Cocoa 'N' Crƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚¨Me,Bakery,3.5,11,250.0,0,0,"Bakery, Desserts",Bannerghatta Road,Jp Nagar
Cocofresh,Food Court,3.3,4,300.0,0,0,Beverages,Brookefield,Brookefield
Coconadu,"Food Court, Quick Bites",3.6,36,400.0,0,0,"Kerala, Konkan",Koramangala 4Th Block,Koramangala 7Th Block
Coconut Grove,"Casual Dining, Bar",3.3,97,1100.0,0,0,"South Indian, Chettinad, Kerala, Seafood",Jayanagar,Jp Nagar
