restaurant_name,restaurant_type,rating,num_ratings,avg_cost,has_online_order,has_table_booking,cuisines,area,address
Santo'S,Casual Dining,3.7,69,650.0,1,0,"North Indian, Fast Food",Malleshwaram,New Bel Road
Santrupthi Khanavalli,Quick Bites,3.4,4,200.0,0,0,South Indian,Old Airport Road,Cv Raman Nagar
Santrupti Sagar,Quick Bites,2.9,34,300.0,0,0,"South Indian, Fast Food, North Indian",Bannerghatta Road,Bannerghatta Road
Santrupti Uttara Karnataka Food Store,Quick Bites,3.3,5,200.0,0,0,South Indian,Koramangala 7Th Block,Wilson Garden
Sanyogita'S,Delivery,3.2,4,300.0,0,0,North Indian,Sarjapur Road,Sarjapur Road
Sapfresh,Delivery,3.5,40,150.0,0,0,Beverages,Koramangala 6Th Block,Koramangala 4Th Block
Sapthagiri Non Veg,Quick Bites,2.8,40,300.0,0,0,Fast Food,Rajajinagar,Basaveshwara Nagar
Sapthagiri'S Naidu Eating Point,Quick Bites,3.4,5,300.0,0,0,Biryani,Frazer Town,Frazer Town
Sarah'S,"Takeaway, Delivery",3.8,42,400.0,1,0,"Fast Food, Desserts",Kalyan Nagar,Rammurthy Nagar
Sardaar Ka Chulla,Quick Bites,2.8,40,450.0,1,0,"North Indian, Mughlai",Marathahalli,Marathahalli
Sardar Ka Chullah,Food Court,3.3,7,400.0,0,0,North Indian,Marathahalli,Marathahalli
Sardar Tikka Singh,"Takeaway, Delivery",2.8,40,500.0,1,0,North Indian,Brookefield,Marathahalli
Sardarji Ka Dhaba,Quick Bites,4.0,750,250.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Hosur Road
Sardarji Ka Kitchen,Quick Bites,3.1,44,150.0,1,0,North Indian,Malleshwaram,New Bel Road
Sardarji Londonwaley,Delivery,2.8,40,450.0,0,0,North Indian,Bannerghatta Road,Bannerghatta Road
Sarjapur Social,"Bar, Casual Dining",4.6,1193,1500.0,1,0,"American, North Indian, Chinese, Finger Food",Bellandur,Sarjapur Road
Sartaj Ambur Dum Biryani,Quick Bites,3.2,4,150.0,0,0,Biryani,Frazer Town,Frazer Town
Sarvam,Casual Dining,3.5,124,550.0,1,0,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",Koramangala 5Th Block,Hsr
Sarvam'S,Casual Dining,3.7,44,550.0,0,1,"North Indian, Chinese, Continental, Pizza",Basavanagudi,Jayanagar
Sasu Maa Ki Rasoi,Quick Bites,3.6,97,300.0,1,0,"North Indian, Chinese",Sarjapur Road,Sarjapur Road
Satakarni,Casual Dining,3.1,216,650.0,1,0,"Chinese, South Indian, Andhra, North Indian, Biryani",Brookefield,Marathahalli
Sathya'S,Bar,4.1,759,1200.0,0,1,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 3Rd Block
Satkar,Quick Bites,3.6,22,350.0,0,0,"Chinese, North Indian",Electronic City,Electronic City
Satkar Restaurant,Quick Bites,3.6,75,350.0,1,0,"North Indian, Chinese, Biryani, Seafood",Electronic City,Electronic City
Satrangi,Casual Dining,3.7,212,900.0,1,0,"North Indian, South Indian",Malleshwaram,New Bel Road
Sattuani,Quick Bites,3.5,9,250.0,0,0,"Bihari, North Indian, Fast Food",Brigade Road,St. Marks Road
Sattvam,Casual Dining,4.3,353,1200.0,0,0,"North Indian, South Indian",Bannerghatta Road,Jp Nagar
Sattvam Bakes,Dessert Parlor,3.6,25,300.0,0,0,Desserts,Malleshwaram,Sadashiv Nagar
Sattvic,Casual Dining,3.5,11,450.0,0,0,"South Indian, North Indian",Electronic City,Electronic City
Savera Cafe,Cafe,3.6,11,50.0,1,0,Cafe,Lavelle Road,Shivajinagar
Savi Sagar,Casual Dining,3.7,136,450.0,1,0,"North Indian, South Indian, Chinese, Street Food, Beverages",Lavelle Road,Malleshwaram
Savitha Family Restaurant,Quick Bites,4.0,196,500.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block
Savji'S Roll 'N' Biryani,Quick Bites,3.9,441,250.0,1,0,"North Indian, Chinese, Biryani, Rolls",Rajajinagar,Vijay Nagar
Savours,Quick Bites,3.3,10,350.0,1,0,"North Indian, South Indian, Chinese",Bellandur,Sarjapur Road
Savoury - Sea Shell Restaurant,Casual Dining,3.9,467,550.0,1,0,"Arabian, North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Btm
Savoury Express,Casual Dining,3.6,31,800.0,1,0,Arabian,Indiranagar,Jeevan Bhima Nagar
Savoury Restaurant,Casual Dining,2.9,827,800.0,1,0,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",Bellandur,Sarjapur Road
Sb Foods,Quick Bites,3.3,4,250.0,0,0,South Indian,Jayanagar,Jp Nagar
Sbarro,Food Court,2.7,263,500.0,1,0,Pizza,Whitefield,Whitefield
Scoops N Smiles,"Dessert Parlor, Quick Bites",3.3,7,200.0,1,0,"Desserts, Sandwich, Pizza, Burger",Malleshwaram,Rajajinagar
Scottish Pub,Bar,3.9,190,600.0,0,0,Finger Food,Church Street,St. Marks Road
Sea Green Cafe,Cafe,3.3,4,500.0,0,0,"Cafe, Fast Food, Beverages",Banashankari,Banashankari
Sea Horse,Casual Dining,3.4,9,400.0,0,0,"South Indian, Chinese",Bannerghatta Road,Jp Nagar
Sea Lions Bbq & Grills,Casual Dining,4.6,538,1100.0,0,1,"North Indian, Chinese, Mughlai, Mexican, Bbq",Jayanagar,Jayanagar
Sea Pot,Casual Dining,3.5,9,800.0,1,0,"Seafood, North Indian",Brookefield,Marathahalli
Sea Rock,Casual Dining,4.6,514,1000.0,1,1,"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",Malleshwaram,Seshadripuram
Sea Route,Casual Dining,4.1,426,1100.0,1,1,"Seafood, North Indian, Chinese",Malleshwaram,Rajajinagar
Sea Salt,Quick Bites,3.7,18,600.0,0,0,"South Indian, Seafood",New Bel Road,Sahakara Nagar
Sea Spice By 7 Star,Casual Dining,4.0,349,1200.0,1,1,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",Banashankari,Banashankari
Seafood Dot Grill,"Casual Dining, Bar",3.9,36,1200.0,1,0,"Seafood, North Indian, Mangalorean",Malleshwaram,Yeshwantpur
Seafood Place,Casual Dining,4.1,293,800.0,1,0,"Chinese, North Indian, Kerala, Mangalorean, Seafood",Indiranagar,Indiranagar
Seapot,Casual Dining,3.5,8,600.0,0,0,"North Indian, South Indian",Marathahalli,Marathahalli
Season - Adarsh Hamilton,Casual Dining,4.3,325,1200.0,0,1,"North Indian, Chinese, South Indian, Continental",Brigade Road,Richmond Road
Seasons,Casual Dining,2.9,380,1000.0,1,0,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",Electronic City,Electronic City
Second Wife Cafe,Quick Bites,3.7,61,400.0,1,0,"Arabian, North Indian",Sarjapur Road,Hsr
Sector 7 Cafƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚É,Cafe,4.3,1101,700.0,1,0,"Cafe, Continental, Pizza, Salad","Byresandra,Tavarekere,Madiwala",Hsr
Sector 7 Cafƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚Ƒƒƒ‚Ƒƒ‚‚‚Ƒƒ‚‚Ƒ‚‚É,Cafe,4.3,1105,700.0,1,0,"Cafe, Continental, Pizza, Salad",Koramangala 6Th Block,Hsr
Seekers Cafe,Casual Dining,3.6,25,500.0,0,0,"Italian, Continental","Byresandra,Tavarekere,Madiwala",Btm
Seeya Restaurant,Quick Bites,3.3,4,350.0,0,0,"North Indian, Kerala, Chinese",Whitefield,Kr Puram
Selfie Cafe,"Beverage Shop, Quick Bites",3.7,19,300.0,0,0,"Beverages, Fast Food, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 7Th Block
Sendhoor Coffee,Quick Bites,3.9,49,150.0,0,0,"Coffee, Street Food",Indiranagar,Indiranagar
Senthur Cafe,Quick Bites,3.4,5,100.0,0,0,"South Indian, Beverages",Koramangala 7Th Block,Koramangala 7Th Block
Serenitea4U,"Beverage Shop, Quick Bites",3.4,9,100.0,0,0,"Beverages, Fast Food",Indiranagar,Jeevan Bhima Nagar
Serranos Mexican Grill,Quick Bites,3.7,86,400.0,1,0,Mexican,Kalyan Nagar,Nagawara
Sethji Home Made Food,Quick Bites,3.5,229,350.0,1,0,North Indian,Old Airport Road,Indiranagar
Seven Ate Nine,Casual Dining,2.8,40,700.0,1,0,"North Indian, Steak, South Indian","Byresandra,Tavarekere,Madiwala",Hsr
Seven Spices - Manipal County,Casual Dining,2.8,38,900.0,0,0,"North Indian, Chinese, Continental",Electronic City,Electronic City
Seven Star,Quick Bites,3.4,7,250.0,1,0,"North Indian, Chinese",Banashankari,Banashankari
Sfc Kabab Corner,Quick Bites,3.6,14,350.0,0,0,"Chinese, Andhra",Electronic City,Electronic City
Sgs Non Veg - Gundu Pulav,Quick Bites,3.1,68,400.0,1,0,"Biryani, Fast Food",Marathahalli,Marathahalli
Sgs Nonveg- Gundu Palav,Quick Bites,3.6,24,400.0,0,0,"Biryani, Fast Food",Kalyan Nagar,Kalyan Nagar
Shaadi Ki Biryani,Casual Dining,2.8,296,600.0,1,0,Biryani,Brigade Road,Commercial Street
Shaahi Mezbaan Restaurant,Quick Bites,3.1,9,350.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",Btm
Shaan-E-Punjab,Casual Dining,2.9,84,500.0,1,0,North Indian,Brookefield,"Itpl Main Road, Whitefield"
Shaap,Casual Dining,3.6,207,500.0,1,0,"Kerala, Seafood","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Shabari Kitchen,Quick Bites,3.5,16,150.0,1,0,"South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block
Sha-E-Darbar,Quick Bites,3.7,61,400.0,1,0,"North Indian, Chinese",Malleshwaram,Yeshwantpur
Shagun Sweets & Foods,"Sweet Shop, Quick Bites",3.5,221,400.0,1,0,"Mithai, North Indian, Street Food, Chinese",Bannerghatta Road,Btm
Shahi Darbar,Quick Bites,3.2,5,300.0,1,0,"Chinese, North Indian",Koramangala 4Th Block,Ejipura
Shahi Darbar Roll Centre,Quick Bites,3.9,50,400.0,0,0,"Street Food, Rolls",New Bel Road,New Bel Road
Shahi Dasterkhwan,Quick Bites,2.9,11,400.0,0,0,"North Indian, Kebab, Mughlai",Koramangala 4Th Block,Koramangala 6Th Block
Shahi Family Restaurant,Quick Bites,3.2,88,350.0,1,0,"North Indian, Chinese, South Indian",Lavelle Road,Ulsoor
Shahi Grill,Quick Bites,3.4,4,400.0,0,0,"North Indian, Chinese",Marathahalli,Marathahalli
Shahi Hyderabadi Dum Biryani,Casual Dining,3.1,150,500.0,1,0,"North Indian, Biryani",Kalyan Nagar,Kalyan Nagar
Shahi Kabab,Quick Bites,3.8,39,200.0,0,0,Rolls,Church Street,Frazer Town
Shahi Rasoi,Delivery,3.1,27,600.0,1,0,"North Indian, Mughlai",Hsr,Hsr
Shahi Zaikha,Quick Bites,3.2,6,300.0,1,0,"Chinese, North Indian, Mughlai",Bellandur,Sarjapur Road
Shaik'S Dynasty,Casual Dining,3.2,6,450.0,0,0,"North Indian, Chinese",Kalyan Nagar,Kammanahalli
Shake It Off,Beverage Shop,3.6,15,600.0,1,0,"Beverages, Fast Food",Marathahalli,Cv Raman Nagar
Shake N Snack,Beverage Shop,3.6,18,200.0,0,0,"Beverages, Fast Food",Brigade Road,Shanti Nagar
Shake Tat Bottle,Beverage Shop,3.2,6,200.0,1,0,Beverages,Koramangala 5Th Block,Btm
Shake The Shake,Beverage Shop,2.8,40,200.0,1,0,Juices,"Byresandra,Tavarekere,Madiwala",Btm
Shaken & Stirred,"Bar, Casual Dining",3.9,84,1500.0,1,0,"Continental, North Indian, Chinese",Brigade Road,Race Course Road
Shakes Theory,Beverage Shop,4.5,155,300.0,1,0,"Beverages, Sandwich",Banashankari,Jayanagar
Shakes365,Beverage Shop,2.8,40,300.0,0,0,Beverages,Brookefield,Whitefield
Shakesbierre,"Microbrewery, Casual Dining",4.3,343,1500.0,0,1,"Asian, Continental, European, North Indian",Lavelle Road,Brigade Road
Shakthi Bar And Restaurant,"Bar, Casual Dining",3.1,12,900.0,0,0,"North Indian, South Indian, Chinese",Malleshwaram,Rt Nagar
Shalimar,Casual Dining,4.0,153,700.0,1,0,"North Indian, Chinese, Seafood",Brigade Road,Indiranagar
Shammah'S,Quick Bites,3.3,21,300.0,0,0,"Chinese, North Indian",Kalyan Nagar,Hennur
Shan Restaurant,Casual Dining,3.0,20,400.0,1,0,"Kerala, Chinese, South Indian, North Indian",Brigade Road,Brigade Road
Shandong,Casual Dining,4.0,220,500.0,1,0,"Chinese, Momos",Kalyan Nagar,Hennur
Shandys-The Beer Cocktail Hub,"Bar, Casual Dining",2.8,40,1400.0,0,0,"North Indian, South Indian, Chinese, Italian",Electronic City,Electronic City
Shan-E-Punjabi Express,Quick Bites,3.1,71,400.0,1,0,North Indian,Brookefield,Whitefield
Shang Palace - Shangri-La Hotel,"Fine Dining, Bar",4.1,345,2000.0,0,1,"Chinese, Asian",Lavelle Road,Vasanth Nagar
Shangai Sun,"Takeaway, Delivery",3.4,12,500.0,0,0,"Asian, Chinese","Byresandra,Tavarekere,Madiwala",Btm
Shanghai Bistro,Casual Dining,4.1,248,800.0,1,0,"Chinese, Thai, Vietnamese",Bellandur,Sarjapur Road
Shanghai Court,Casual Dining,4.1,181,700.0,1,0,"Chinese, Thai",Jp Nagar,Jp Nagar
Shanghai Times,Food Court,3.1,23,450.0,0,0,"Chinese, Asian",Jayanagar,Bannerghatta Road
Shanghai Xpress,Quick Bites,3.1,11,300.0,0,0,Chinese,Kalyan Nagar,Kammanahalli
Shankar Maanes Kitchen,Quick Bites,3.8,33,500.0,1,0,"South Indian, Biryani, North Indian",Hsr,Hsr
Shanmukha,Casual Dining,3.8,138,800.0,1,0,"Biryani, Andhra, North Indian, Chinese",Indiranagar,Old Airport Road
Shanthala Icecreams,Dessert Parlor,3.4,7,150.0,0,0,"Ice Cream, Desserts",Rajajinagar,Rajajinagar
Shanthi Sagar,Casual Dining,3.1,28,400.0,1,0,"South Indian, North Indian, Chinese",Banashankari,Uttarahalli
Shanthi Sagar Deluxe,Casual Dining,2.7,52,500.0,0,0,"South Indian, North Indian, Fast Food",Church Street,Frazer Town
Shanthi Sweets & Bakery,"Sweet Shop, Quick Bites",3.4,9,200.0,0,0,"Mithai, Street Food",Indiranagar,Thippasandra
Shanti Sweets,"Sweet Shop, Quick Bites",3.8,23,300.0,1,0,"Mithai, Street Food",Kammanahalli,Rammurthy Nagar
Sharaab Factory,Bar,3.9,392,1500.0,1,1,"Biryani, North Indian",Bellandur,Bellandur
Sharief Bhai,Casual Dining,4.3,267,700.0,0,1,"Mughlai, Biryani",Frazer Town,Frazer Town
Sharma Ji Chaats And Desi Khana,Quick Bites,2.8,40,200.0,0,0,"North Indian, Street Food",Basavanagudi,Jayanagar
Sharma'S Malai & Masala,Casual Dining,4.0,457,550.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block
Sharon Hotel,Quick Bites,2.8,40,300.0,0,0,"Kerala, South Indian",Electronic City,Electronic City
Shater Grill House,Casual Dining,3.5,8,700.0,0,0,"North Indian, Arabian, Chinese","Byresandra,Tavarekere,Madiwala",Btm
Shawarma & Kolkata Rolls,Quick Bites,3.3,4,100.0,0,0,"Rolls, Fast Food",New Bel Road,New Bel Road
Shawarma Bae,Quick Bites,3.3,8,200.0,0,0,"Beverages, Fast Food","Byresandra,Tavarekere,Madiwala",Btm
Shawarma Bite,Quick Bites,2.8,40,200.0,0,0,Arabian,"Byresandra,Tavarekere,Madiwala",Btm
Shawarma Hunt,Quick Bites,3.4,9,300.0,0,0,Arabian,Hsr,Hsr
Shawarma Inc,Food Court,3.0,28,250.0,1,0,"Rolls, Lebanese",Indiranagar,Brigade Road
Shawarma King Restaurant,Quick Bites,3.4,39,500.0,1,0,"Arabian, Chinese, North Indian",Kalyan Nagar,Kammanahalli
Shawarma Time,Quick Bites,3.7,78,300.0,1,0,Arabian,Indiranagar,Ulsoor
She Brews,Cafe,3.7,159,400.0,1,0,"Cafe, Continental, Thai, Chinese",Electronic City,Electronic City
Shebestan - Sterlings Mac Hotel,Casual Dining,4.2,405,1500.0,0,1,Arabian,Indiranagar,Old Airport Road
Sheesh Kebab,Casual Dining,4.0,76,700.0,1,0,North Indian,Mg Road,Frazer Town
Shee-Sha Cafe,"Cafe, Casual Dining",3.6,39,800.0,0,1,"Cafe, North Indian, Chinese, Continental",Bannerghatta Road,Bannerghatta Road
Shekhawati Restaurant,Quick Bites,3.7,62,300.0,1,0,North Indian,Bellandur,Sarjapur Road
Sher-E-Punjab,Quick Bites,3.1,22,400.0,1,0,"North Indian, Chinese",Koramangala 5Th Block,Btm
Sherlock'S Cafe,Cafe,3.6,42,350.0,1,0,"Cafe, Fast Food",Mg Road,Frazer Town
Sherlock'S Pub,"Pub, Casual Dining",3.2,271,1500.0,1,1,"Continental, North Indian, Chinese",Marathahalli,Brookefield
Shetty'S Kitchen,Quick Bites,3.7,108,600.0,1,0,Mangalorean,Bannerghatta Road,Bannerghatta Road
Shezan,Casual Dining,4.1,391,600.0,1,0,"Chinese, Continental, North Indian, Mughlai, Steak",Brigade Road,Cunningham Road
Shift,"Lounge, Casual Dining",4.2,1867,1500.0,1,1,"Finger Food, Continental, North Indian","Byresandra,Tavarekere,Madiwala",Hsr
Shilpa Gulati'S Desserts,Bakery,3.6,16,600.0,0,0,Bakery,Lavelle Road,Cunningham Road
Shilpa Veg,Quick Bites,3.6,37,250.0,0,0,"South Indian, Street Food, Beverages, Desserts",Brigade Road,Shivajinagar
Shiro,"Fine Dining, Lounge",4.4,2229,3000.0,1,1,"Japanese, Asian",Brigade Road,Lavelle Road
Shiv Sagar,Casual Dining,2.8,40,800.0,0,0,"South Indian, North Indian, Chinese",Brigade Road,Mg Road
Shiv Sager,Food Court,3.0,10,200.0,0,0,"South Indian, North Indian, Chinese",Brigade Road,Brigade Road
Shiv Sai,Quick Bites,3.2,4,400.0,0,0,North Indian,Bannerghatta Road,Bannerghatta Road
Shiv Sai Hotel,Quick Bites,3.5,74,400.0,1,0,North Indian,Bannerghatta Road,Bannerghatta Road
Shiv Shakthi,Quick Bites,4.0,175,100.0,1,0,"Street Food, North Indian","Byresandra,Tavarekere,Madiwala",Hsr
Shiv Shankar Chaats,Quick Bites,3.7,19,150.0,0,0,Street Food,Frazer Town,Frazer Town
Shiv Shankar Hotel,Quick Bites,3.5,10,350.0,0,0,"North Indian, Chinese",Electronic City,Electronic City
Shiva Sai Andhra Hotel,Quick Bites,3.2,4,300.0,0,0,"South Indian, Chinese",Koramangala 4Th Block,Ejipura
Shivaay'S Cafe,"Cafe, Dessert Parlor",2.8,40,400.0,0,0,"Cafe, Desserts, Fast Food",Jayanagar,Wilson Garden
Shivaji Maratha Hotel,Quick Bites,3.4,10,400.0,0,0,South Indian,Lavelle Road,Majestic
Shivaji Military Hotel,Casual Dining,4.3,2486,450.0,0,0,"South Indian, Biryani",Jp Nagar,Jayanagar
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,Quick Bites,3.6,26,300.0,0,0,Biryani,Brigade Road,Shivajinagar
Shiva'S Bar And Restaurant,"Bar, Casual Dining",2.8,40,800.0,0,0,"South Indian, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",Btm
Shivas Family Restaurant,Casual Dining,3.4,8,550.0,0,0,"North Indian, Chinese",New Bel Road,New Bel Road
Shiva'S Naram Garam,Quick Bites,3.3,4,250.0,0,0,"North Indian, Chinese",Kalyan Nagar,Banaswadi
Shizusan Shophouse & Bar,"Casual Dining, Bar",4.4,1313,1800.0,1,1,"Asian, Japanese, Vietnamese, Korean, Chinese, Thai",Whitefield,Whitefield
Shoiab Family Restaurant,Casual Dining,3.6,14,600.0,1,0,"North Indian, South Indian, Chinese",Electronic City,Electronic City
Sholay - The Barbeque,Casual Dining,3.5,45,1200.0,1,1,"North Indian, Bbq",New Bel Road,New Bel Road
Shradhi Lunch Home,Quick Bites,3.2,4,400.0,0,0,"Mughlai, North Indian, Chinese",Rajajinagar,Rajajinagar
Shree Annapoorneshwari Mess,Mess,3.3,7,200.0,0,0,South Indian,Indiranagar,Indiranagar
Shree Balaji Paratha House,Quick Bites,3.0,17,200.0,0,0,North Indian,Basavanagudi,Jayanagar
Shree Cool Point,Quick Bites,4.1,28,150.0,1,0,"Fast Food, Street Food, Beverages",Banashankari,Vijay Nagar
Shree Durga,Quick Bites,3.2,7,500.0,0,0,"North Indian, Chinese, Seafood",Old Airport Road,Old Airport Road
Shree Durgamba Juice Centre,Beverage Shop,3.1,9,200.0,1,0,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 8Th Block
Shree Guru Juice 'N' Ice,Quick Bites,3.3,5,250.0,1,0,"Fast Food, Chinese, Beverages",Bannerghatta Road,Bannerghatta Road
Shree Guru Raghavendra Chats Chintamani Special,Quick Bites,3.6,26,200.0,1,0,"Street Food, Fast Food",Bannerghatta Road,Bannerghatta Road
Shree Guru Sagar,Quick Bites,3.5,40,500.0,1,0,"Chinese, North Indian, South Indian",Malleshwaram,Basaveshwara Nagar
Shree Guru Sagar Fast Food,Quick Bites,3.6,28,300.0,1,0,"North Indian, South Indian, Chinese",Malleshwaram,Rajajinagar
Shree K Foods,Quick Bites,2.8,40,300.0,1,0,"Street Food, North Indian",Sarjapur Road,Bellandur
Shree Khana Khazana,Casual Dining,3.9,356,450.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Hsr
Shree Krishna Sannidhi,Quick Bites,3.4,76,450.0,1,0,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road
Shree Mahalakshmi Sweets,Sweet Shop,3.2,8,100.0,1,0,"Mithai, Street Food",Banashankari,Banashankari
Shree Mandarathi Grand,Casual Dining,3.7,38,400.0,1,0,"South Indian, North Indian",Banashankari,Uttarahalli
Shree Manjunatha Bar And Restaurant,Casual Dining,3.4,9,550.0,0,0,"North Indian, South Indian, Chinese",Jp Nagar,Kanakapura Road
Shree Maruthi Sweets,Sweet Shop,3.2,4,250.0,0,0,"Mithai, Street Food",Jp Nagar,Kumaraswamy Layout
Shree Mithai,Quick Bites,3.5,11,400.0,0,0,"Desserts, Street Food, Mithai",Old Airport Road,Indiranagar
Shree Muthahalli Veg,Quick Bites,4.1,840,300.0,1,0,"South Indian, North Indian, Chinese, Juices, Ice Cream","Byresandra,Tavarekere,Madiwala",Hsr
Shree Nandini Andhra Mess,Mess,3.3,5,150.0,0,0,Andhra,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Shree Ranga Vilas,Casual Dining,3.2,7,500.0,0,0,"North Indian, South Indian, Chinese, Juices",Electronic City,Electronic City
Shree Sadguru Refreshment,Quick Bites,3.2,4,400.0,0,0,"South Indian, Chinese",Church Street,Ulsoor
Shree Sagar,Casual Dining,2.8,33,500.0,0,0,"North Indian, South Indian, Chinese",Basavanagudi,Jayanagar
Shree Saraswathi Sweets Centre,Sweet Shop,3.6,18,100.0,1,0,"Mithai, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block
Shree Thali,Mess,4.0,181,150.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
Shree Udupi Grand,Casual Dining,3.5,17,450.0,1,0,"South Indian, Chinese, North Indian",Bannerghatta Road,Kanakapura Road
Shree Udupi South Kitchen,Quick Bites,2.8,40,150.0,0,0,South Indian,Banashankari,Banashankari
Shree Venkateshwara North Karnataka Hotel,Quick Bites,4.0,64,200.0,0,0,South Indian,Banashankari,Basavanagudi
Shreedevi,Quick Bites,3.7,130,600.0,0,0,"North Indian, Andhra, Chinese",Indiranagar,Indiranagar
Shreeji Restaurant,"Takeaway, Delivery",3.8,36,300.0,1,0,"North Indian, Gujarati",Brookefield,"Itpl Main Road, Whitefield"
Shreya Ranna Ghar,Quick Bites,3.3,6,350.0,0,0,"Bengali, North Indian",Brookefield,Brookefield
Shreyas Upahar & Burger Point,Quick Bites,3.0,7,200.0,1,0,"South Indian, Burger",Banashankari,Basavanagudi
Shri Family Restaurant,Quick Bites,3.3,7,400.0,1,0,"South Indian, North Indian, Chinese, Seafood",Malleshwaram,Rajajinagar
Shri Guru Raghavendra Grand Veg,Quick Bites,2.8,40,400.0,0,0,"South Indian, North Indian, Chinese",Banashankari,Banashankari
Shri Krishna Bhavan,Quick Bites,3.7,96,350.0,0,0,"South Indian, Chinese, North Indian, Street Food",Indiranagar,Thippasandra
Shri Lakshami Venkateshwara Iyengar'S Bakery,"Bakery, Dessert Parlor",3.5,11,250.0,0,0,Bakery,Jp Nagar,Kumaraswamy Layout
Shri Lakshmi Vilas Andhra Mess - Taste Of Vijayawada,Quick Bites,2.8,40,500.0,1,0,"Andhra, Chinese, Biryani",Electronic City,Electronic City
Shri Madhuram,Casual Dining,3.9,371,400.0,0,0,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",Hsr
Shri Ram Sweet Centre,"Quick Bites, Sweet Shop",4.0,160,150.0,0,0,"Street Food, Mithai","Byresandra,Tavarekere,Madiwala",Btm
Shri Sai Ram Andhra Hotel,Quick Bites,2.8,40,300.0,0,0,"South Indian, North Indian",Bellandur,Bellandur
Shri Udupi Cafe,Quick Bites,3.9,31,300.0,1,0,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",New Bel Road,New Bel Road
Shri Vinayaka Ice N Juice,Quick Bites,3.1,12,150.0,0,0,"Beverages, Fast Food",Basavanagudi,Basavanagudi
Shri Vishnu Grand,Casual Dining,3.0,139,450.0,1,0,"North Indian, South Indian, Chinese",Bellandur,Marathahalli
Shringar Sweets & Snacks,"Sweet Shop, Quick Bites",3.5,11,200.0,1,0,"Mithai, South Indian, Street Food, Fast Food",Banashankari,Basavanagudi
Shrinidhi Military Hotel,Quick Bites,3.3,6,300.0,0,0,"North Indian, Mughlai",Banashankari,Basavanagudi
Shrusti Coffee,"Cafe, Quick Bites",3.7,21,150.0,0,0,"Cafe, South Indian",Malleshwaram,Malleshwaram
Shubh Sweets,"Quick Bites, Sweet Shop",3.9,331,400.0,0,0,"Street Food, Mithai, Momos",Hsr,Hsr
Shuchi Ruchi,Quick Bites,4.0,340,350.0,1,0,"Chinese, North Indian, Street Food",Malleshwaram,Malleshwaram
Shuddh Desi Khana,Quick Bites,4.0,597,400.0,1,0,North Indian,Bannerghatta Road,Bannerghatta Road
Shudh,Delivery,4.1,87,300.0,1,0,North Indian,Bellandur,Sarjapur Road
Shudh Desi Khana,Quick Bites,3.5,18,200.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1St Block
Shyam'S Lunch Box,Quick Bites,3.2,9,300.0,1,0,"Biryani, South Indian, Chinese, North Indian",Whitefield,Whitefield
Shyvan Restaurant,Casual Dining,3.6,81,500.0,1,0,"North Indian, Chinese",Basavanagudi,Shanti Nagar
Sichuan,Casual Dining,4.0,492,800.0,1,0,"Chinese, Asian, Seafood",Hsr,Hsr
Siddappa Hotel,Quick Bites,4.1,274,150.0,0,0,South Indian,Brigade Road,Richmond Road
Siddharth Restaurant,Quick Bites,3.6,33,400.0,0,0,"North Indian, Chinese",Whitefield,Whitefield
Siddiqu Kabab Center,Quick Bites,4.4,178,250.0,0,0,"North Indian, Rolls",Lavelle Road,Richmond Road
Siddique Kabab Centre,Casual Dining,3.9,430,550.0,1,0,"Mughlai, Kebab, Chinese",Brigade Road,Frazer Town
Side Street Kitchen,Quick Bites,2.8,40,400.0,0,0,"Kerala, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block
