restaurant_name,rating,avg_cost,area,primary_cuisine,cluster_name
Robin Brown Ice Creams,3.5,200.0,Rajajinagar,Ice Cream,Budget-Friendly
Rock Stone Ice Cream Factory,3.9,230.0,Koramangala 7Th Block,Ice Cream,Budget-Friendly
Rock View Family Restaurant,3.3,700.0,Hsr,North Indian,Luxury Premium
Rocksalt,4.4,1900.0,Brigade Road,Modern Indian,Luxury Premium
Rolex Food Palace Restaurant,3.4,850.0,Hsr,Chinese,Luxury Premium
Roll Er Dokaan,3.2,300.0,Church Street,Street Food,Budget-Friendly
Roll Junction,3.1,150.0,Bellandur,Fast Food,Budget-Friendly
Roll Magic Fast Food,2.8,200.0,Banashankari,Biryani,Budget-Friendly
Roll N Rock,3.7,400.0,Bannerghatta Road,Chinese,Mid-Range
Roll N Roll,3.8,200.0,Kalyan Nagar,Fast Food,Budget-Friendly
Roll Over,3.8,350.0,Rajajinagar,Desserts,Mid-Range
Roll Wala,3.3,300.0,Bannerghatta Road,Rolls,Budget-Friendly
Rolla Rappa,3.6,400.0,"Byresandra,Tavarekere,Madiwala",Biryani,Mid-Range
Rollin,4.0,400.0,Koramangala 4Th Block,Continental,Mid-Range
Rolling Waffles,3.8,250.0,Rajajinagar,Desserts,Budget-Friendly
Rolls & Bowls,4.4,250.0,Brookefield,Rolls,Budget-Friendly
Rolls & Co,3.9,400.0,"Byresandra,Tavarekere,Madiwala",Burger,Mid-Range
Rolls Corner,3.6,150.0,Banashankari,Fast Food,Budget-Friendly
Rolls Kitchen,3.2,250.0,Bellandur,Fast Food,Budget-Friendly
Rolls Mania,3.7,450.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Luxury Premium
Rolls On Wheel,3.0,300.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Budget-Friendly
Rolls On Wheels,2.6,300.0,Koramangala 4Th Block,Fast Food,Budget-Friendly
Rolls Plaza,3.7,200.0,Brookefield,Fast Food,Budget-Friendly
Romy'S Kitchen,3.1,450.0,Marathahalli,North Indian,Luxury Premium
Ronnie'S Kitchen,3.1,200.0,"Byresandra,Tavarekere,Madiwala",Chinese,Budget-Friendly
Roofnic,3.1,300.0,Basavanagudi,Fast Food,Budget-Friendly
Rooftop Cafe,4.1,400.0,Basavanagudi,Cafe,Mid-Range
Roomali,4.0,1300.0,Brigade Road,North Indian,Luxury Premium
Roots,4.5,1200.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Roots N Fruits,3.6,250.0,Bannerghatta Road,Beverages,Budget-Friendly
Rosewood International Hotel - Bar & Restaurant,3.6,800.0,Banashankari,North Indian,Luxury Premium
Ross Kitchen,3.6,400.0,Basavanagudi,Chinese,Mid-Range
Roti Ghar,3.9,500.0,Banashankari,North Indian,Luxury Premium
Roti Ghar Ki,4.0,400.0,Brookefield,North Indian,Mid-Range
Roti Shotti,3.8,400.0,Brigade Road,North Indian,Mid-Range
Roti Wala,4.0,300.0,Bannerghatta Road,North Indian,Budget-Friendly
Roticurry,3.1,300.0,"Byresandra,Tavarekere,Madiwala",Street Food,Budget-Friendly
Roti'S Ghar,2.8,200.0,Bellandur,North Indian,Budget-Friendly
Rotti Mane,3.4,200.0,Koramangala 4Th Block,South Indian,Budget-Friendly
Roundup Cafe,4.2,800.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
Roving Feast,4.0,450.0,Banashankari,Italian,Luxury Premium
Roy Hotel & Restaurant,4.0,300.0,Malleshwaram,Bengali,Budget-Friendly
Royal Afghan - Itc Windsor,4.3,5000.0,Malleshwaram,North Indian,Luxury Premium
Royal Bakes,2.8,200.0,Hsr,Bakery,Budget-Friendly
Royal Beans,3.8,400.0,New Bel Road,Desserts,Mid-Range
Royal Bengal Corner,3.8,250.0,Electronic City,Chinese,Budget-Friendly
Royal Biriyani House,4.0,700.0,Marathahalli,Hyderabadi,Luxury Premium
Royal Biryani Center,2.8,200.0,Basavanagudi,Biryani,Budget-Friendly
Royal Biryani Kitchen,3.9,600.0,"Byresandra,Tavarekere,Madiwala",Biryani,Luxury Premium
Royal Calcutta Restaurant,3.3,400.0,"Byresandra,Tavarekere,Madiwala",Bengali,Mid-Range
Royal Chef Naati Oota,4.0,500.0,Bannerghatta Road,South Indian,Luxury Premium
Royal Chowpatty,3.7,100.0,Electronic City,Street Food,Budget-Friendly
Royal Garden Restaurant,3.6,700.0,New Bel Road,North Indian,Luxury Premium
Royal Iceberry,3.4,200.0,Electronic City,Desserts,Budget-Friendly
Royal India Kabab Corner,3.1,300.0,Koramangala 7Th Block,Fast Food,Budget-Friendly
Royal King Cafe,2.8,400.0,Jp Nagar,Cafe,Mid-Range
Royal Kitchen,3.4,400.0,Marathahalli,Biryani,Mid-Range
Royal Paris,3.8,1000.0,Koramangala 4Th Block,North Indian,Luxury Premium
Royal Restaurant,3.2,200.0,Brigade Road,North Indian,Budget-Friendly
Royal Savera,3.1,600.0,Frazer Town,North Indian,Luxury Premium
Royal Treat,4.1,500.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Royal View Restaurant,3.7,700.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Royale Dine,3.5,600.0,Bellandur,North Indian,Luxury Premium
Royanna Military Canteen,2.8,200.0,Brigade Road,South Indian,Budget-Friendly
Royce' Chocolate,3.4,1000.0,Lavelle Road,Desserts,Luxury Premium
Rp Sweets,3.4,300.0,Bellandur,Mithai,Budget-Friendly
Rps Food Corner,3.2,400.0,Brookefield,North Indian,Mid-Range
Rr Biriyani,3.7,300.0,Malleshwaram,Biryani,Budget-Friendly
Rr Catering,3.4,350.0,Brigade Road,North Indian,Mid-Range
Rr Real Taste Of Bengaluru,2.8,200.0,Lavelle Road,South Indian,Budget-Friendly
Rr Taste Of Bangalore,2.8,200.0,Lavelle Road,South Indian,Budget-Friendly
Rroyal Rajasthan,4.2,500.0,Sarjapur Road,Rajasthani,Luxury Premium
Rs Shiv Sagar,3.7,450.0,Banashankari,North Indian,Luxury Premium
Rs Shiv Sagar Express,2.8,300.0,New Bel Road,South Indian,Budget-Friendly
Rss Donne Biryani,3.3,300.0,Bannerghatta Road,Biryani,Budget-Friendly
Ruchi Maayaka,3.3,100.0,Banashankari,South Indian,Budget-Friendly
Ruchi Sagar,4.0,250.0,Electronic City,South Indian,Budget-Friendly
Ruchie Rich,3.5,200.0,Electronic City,Biryani,Budget-Friendly
Ruchir,3.3,600.0,Electronic City,North Indian,Luxury Premium
Ruchi'S Corner,2.7,200.0,Banashankari,Fast Food,Budget-Friendly
Ruchi'S Foodies Blast,2.8,250.0,"Byresandra,Tavarekere,Madiwala",Chinese,Budget-Friendly
Ruchis Point,3.8,200.0,Banashankari,Fast Food,Budget-Friendly
Rudra Tiffin Service,3.3,250.0,Indiranagar,North Indian,Budget-Friendly
Ruh,4.0,1000.0,Sarjapur Road,North Indian,Luxury Premium
Ruh'S Cafe,4.1,500.0,Bannerghatta Road,Cafe,Luxury Premium
Ruposhi Bangla,4.0,400.0,Electronic City,Bengali,Mid-Range
Rural Blues,4.3,1300.0,Sarjapur Road,European,Luxury Premium
Rusbury Fresh Sweets And Savouries,3.9,200.0,Hsr,Mithai,Budget-Friendly
Russh Gastropub,4.2,1100.0,Brigade Road,Continental,Luxury Premium
Rustic Stove,3.7,900.0,Jayanagar,North Indian,Luxury Premium
Rustic Treats,3.3,400.0,Basavanagudi,Street Food,Mid-Range
S K Ruchi,3.3,300.0,Kalyan Nagar,Chinese,Budget-Friendly
S L N Paratha Center,3.3,200.0,New Bel Road,North Indian,Budget-Friendly
S L V Food Joint,3.4,250.0,Kalyan Nagar,North Indian,Budget-Friendly
S M V Snacks Corner,3.7,200.0,Banashankari,Fast Food,Budget-Friendly
S P Dum Biryani,3.3,400.0,Indiranagar,Biryani,Mid-Range
S R & Sons Bakery,3.5,100.0,Brigade Road,Bakery,Budget-Friendly
S R Andhra Mess,3.3,200.0,Electronic City,Andhra,Budget-Friendly
S R Kabab Corner,3.4,250.0,Indiranagar,North Indian,Budget-Friendly
S S Popular Frozen Stone,3.7,250.0,Bellandur,Beverages,Budget-Friendly
S Square Family Restaurant & Bar,3.3,800.0,Jp Nagar,Continental,Luxury Premium
S.K Green Gardens,3.2,550.0,Electronic City,North Indian,Luxury Premium
S.M.S.Evening Fast Food,3.4,150.0,Brookefield,Biryani,Budget-Friendly
S.S Bangali Restaurant,2.8,300.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
S.W.A.T Food Truck,3.7,450.0,Indiranagar,American,Luxury Premium
S-Aachies Hotel,3.2,300.0,Kammanahalli,South Indian,Budget-Friendly
Saahib,3.9,300.0,Hsr,Fast Food,Budget-Friendly
Saarangi Express,3.4,250.0,Basavanagudi,Fast Food,Budget-Friendly
Saarangi Fine Dining,3.9,450.0,Basavanagudi,North Indian,Luxury Premium
Saara'S Cafe - Ss Lumina Hotel,4.2,800.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Saara'S Grill N Spice - Ss Lumina Hotel,4.3,1000.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Saatvikk,2.8,650.0,Brigade Road,North Indian,Luxury Premium
Sabari Juice Junction,4.1,250.0,Indiranagar,Beverages,Budget-Friendly
Sadi'S Biriyani,3.3,600.0,Frazer Town,Biryani,Luxury Premium
Safe House,4.1,900.0,Hsr,Continental,Luxury Premium
Saffron - Radisson Blu,4.5,2500.0,Marathahalli,North Indian,Luxury Premium
Saffron Vegetarian Cuisine,4.0,700.0,Kalyan Nagar,North Indian,Luxury Premium
Sagar,3.6,500.0,Rajajinagar,South Indian,Luxury Premium
Sagar Chats,3.8,300.0,Brigade Road,Chinese,Budget-Friendly
Sagar Delicacy,3.9,500.0,Brigade Road,North Indian,Luxury Premium
Sagar Deluxe,3.2,300.0,Banashankari,South Indian,Budget-Friendly
Sagar Fast Food,2.8,250.0,Hsr,South Indian,Budget-Friendly
Sagar Grand,3.8,300.0,Bannerghatta Road,South Indian,Budget-Friendly
Sagar Hotel,4.3,600.0,Malleshwaram,North Indian,Luxury Premium
Sagar Kabab Corner,3.2,350.0,Malleshwaram,North Indian,Mid-Range
Sagar Restaurant & Chats,3.6,500.0,Rajajinagar,South Indian,Luxury Premium
Sagar Samrat,3.6,400.0,New Bel Road,North Indian,Mid-Range
Saha Cabin Bengali Hotel,3.4,300.0,Brookefield,Bengali,Budget-Friendly
Saha Chowmein,3.9,700.0,New Bel Road,North Indian,Luxury Premium
Sahana'S (Nati Style),3.7,350.0,Basavanagudi,North Indian,Mid-Range
Sahodara Savi Ruchi,2.8,150.0,Jp Nagar,South Indian,Budget-Friendly
Sai Abhiruchi,2.8,800.0,Bannerghatta Road,Andhra,Luxury Premium
Sai Bhavan Veg & Non Veg,3.2,400.0,Kalyan Nagar,Mughlai,Mid-Range
Sai Cafe Veg,3.5,250.0,Malleshwaram,Fast Food,Budget-Friendly
Sai Donne Biryani,3.3,300.0,Old Airport Road,North Indian,Budget-Friendly
Sai Foods,4.1,200.0,Brookefield,North Indian,Budget-Friendly
Sai Grand,2.8,200.0,Electronic City,South Indian,Budget-Friendly
Sai Jagannath Food And Chats Point,3.8,300.0,Bannerghatta Road,South Indian,Budget-Friendly
Sai Mango Tree,3.6,500.0,"Byresandra,Tavarekere,Madiwala",Biryani,Luxury Premium
Sai Ram Andhra Mess,3.2,300.0,Bellandur,South Indian,Budget-Friendly
Sai Samosa & Chat Corner,3.3,200.0,Bannerghatta Road,Fast Food,Budget-Friendly
Sai Santhi Cafe,3.8,400.0,Bellandur,South Indian,Mid-Range
Sai Shakti,4.0,250.0,Malleshwaram,North Indian,Budget-Friendly
Sai Shiv Sagar,2.8,300.0,Bannerghatta Road,South Indian,Budget-Friendly
Sai Super Sandwich,2.8,200.0,Banashankari,Sandwich,Budget-Friendly
Sajuso,3.8,200.0,Hsr,Fast Food,Budget-Friendly
Saka Eatery Outlet,3.7,150.0,Indiranagar,Street Food,Budget-Friendly
Sakae Japanese Restaurant,4.3,1400.0,Brigade Road,Japanese,Luxury Premium
Sakshi,3.0,550.0,Bannerghatta Road,North Indian,Luxury Premium
Salaam Sigri Rolls & Kebabs,3.8,300.0,Malleshwaram,Rolls,Budget-Friendly
Saladtimes,3.8,500.0,Malleshwaram,Healthy Food,Luxury Premium
Salem Kitchen,3.4,550.0,Brookefield,Chettinad,Luxury Premium
Salkara Malabar Kitchen,2.8,300.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
Salt - Indian Restaurant - Bar & Grill,4.4,1500.0,Whitefield,North Indian,Luxury Premium
Salt - Indian Restaurant Bar & Grill,4.4,1500.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Salt And Spice,3.2,450.0,Electronic City,North Indian,Luxury Premium
Salt Mango Tree,4.1,800.0,Indiranagar,Kerala,Luxury Premium
Salt N Pepper,3.6,500.0,Electronic City,North Indian,Luxury Premium
Salted Chilli,3.7,600.0,Electronic City,Biryani,Luxury Premium
Salut,4.1,1200.0,Banashankari,Continental,Luxury Premium
Salvadores,4.4,2000.0,Brigade Road,Mediterranean,Luxury Premium
Samaikya,3.9,900.0,"Byresandra,Tavarekere,Madiwala",Andhra,Luxury Premium
Samarkand,4.1,1600.0,Brigade Road,North Indian,Luxury Premium
Samaroh,4.0,1200.0,Bellandur,North Indian,Luxury Premium
Samavar,3.4,1000.0,Koramangala 4Th Block,North Indian,Luxury Premium
Samba Shake N Juice,3.5,200.0,New Bel Road,Fast Food,Budget-Friendly
Sambram Biriyani Paradise,3.5,600.0,Bannerghatta Road,Biryani,Luxury Premium
Samosa Corner,3.7,100.0,Bellandur,Street Food,Budget-Friendly
Samosa Express,2.8,150.0,Brookefield,Street Food,Budget-Friendly
Samosa King,3.4,200.0,"Byresandra,Tavarekere,Madiwala",Street Food,Budget-Friendly
Samosa Party,4.1,150.0,"Byresandra,Tavarekere,Madiwala",Street Food,Budget-Friendly
Samosa Singh,3.7,150.0,Indiranagar,Street Food,Budget-Friendly
Samovar,3.9,600.0,Frazer Town,Kerala,Luxury Premium
Sampoorna,3.6,600.0,Bannerghatta Road,Chinese,Luxury Premium
Samprith Gowdru Mudde Hotel,3.5,300.0,Kalyan Nagar,South Indian,Budget-Friendly
Samrat Family Restaurant & Bar,3.2,600.0,Malleshwaram,North Indian,Luxury Premium
Samrat Regency Bar And Restaurant,3.8,800.0,Koramangala 4Th Block,North Indian,Luxury Premium
Samrat Restaurant,4.1,600.0,Church Street,South Indian,Luxury Premium
Samruddhi - The Perfect Dine,2.8,600.0,Rajajinagar,South Indian,Luxury Premium
Samruddhi Biryani,3.0,700.0,Bannerghatta Road,Biryani,Luxury Premium
Samrudh Veg,3.5,200.0,Lavelle Road,South Indian,Budget-Friendly
Samrudhi,2.9,450.0,Electronic City,Andhra,Luxury Premium
Samskruthi Grand,3.7,350.0,New Bel Road,South Indian,Mid-Range
Samskruti - Sanman Gardenia,4.0,550.0,Jayanagar,North Indian,Luxury Premium
Samudra Bar & Restaurant,2.9,800.0,Malleshwaram,North Indian,Luxury Premium
Samudra Restaurant,3.2,350.0,Rajajinagar,North Indian,Mid-Range
San Churro Cafe,3.8,800.0,Banashankari,Cafe,Luxury Premium
Sanadige - Goldfinch Hotel,4.1,1200.0,Malleshwaram,Kerala,Luxury Premium
Sana'S Restaurant,3.3,600.0,Sarjapur Road,Biryani,Luxury Premium
Sanchez,4.3,1500.0,Brigade Road,Mexican,Luxury Premium
Sanchez Taqueria & Cantina,2.8,800.0,Indiranagar,Mexican,Luxury Premium
Sandesh,3.1,400.0,Kalyan Nagar,Mithai,Mid-Range
Sandesh Restaurant,2.9,350.0,Kammanahalli,Biryani,Mid-Range
Sandesh Sweets & Chats,2.9,350.0,Electronic City,South Indian,Mid-Range
Sandhya Veg,3.5,150.0,Indiranagar,South Indian,Budget-Friendly
Sandras Bar & Restaurant,3.2,600.0,Indiranagar,North Indian,Luxury Premium
Sandwich Hub,3.4,300.0,"Byresandra,Tavarekere,Madiwala",Fast Food,Budget-Friendly
Sandwich Jn,2.8,150.0,Electronic City,Fast Food,Budget-Friendly
Sandwich Mamas,3.2,300.0,Bannerghatta Road,Fast Food,Budget-Friendly
Sandwich Mama'S And Frozen Monster,3.8,250.0,Banashankari,Ice Cream,Budget-Friendly
Sandwich Shop,2.9,400.0,Bannerghatta Road,Fast Food,Mid-Range
Sandwich Truffles,3.3,400.0,Hsr,Fast Food,Mid-Range
Sandwichwallas,3.6,200.0,Bannerghatta Road,Fast Food,Budget-Friendly
Sang Grail,3.6,300.0,Bannerghatta Road,Healthy Food,Budget-Friendly
Sangam Kabab Corner,3.1,300.0,Brigade Road,Fast Food,Budget-Friendly
Sangam Mess,4.2,300.0,Kalyan Nagar,South Indian,Budget-Friendly
Sangam Military Hotel,3.2,250.0,Banashankari,South Indian,Budget-Friendly
Sangam Restaurant,3.7,600.0,Malleshwaram,North Indian,Luxury Premium
Sangam Sweets,4.0,200.0,Lavelle Road,Mithai,Budget-Friendly
Sangeeta Restaurant,3.6,300.0,New Bel Road,Street Food,Budget-Friendly
Sangeetha Bar & Restaurant,3.4,800.0,Malleshwaram,North Indian,Luxury Premium
Sangria Wine Lounge,4.0,1000.0,New Bel Road,Continental,Luxury Premium
Sanjeevini Veg,3.9,200.0,Electronic City,South Indian,Budget-Friendly
Sanjha Chulha,4.0,800.0,Brookefield,North Indian,Luxury Premium
Sanju'S Super Kitchen,3.3,400.0,Kalyan Nagar,Fast Food,Mid-Range
Sankalp Reddy Restaurant,3.9,300.0,Electronic City,South Indian,Budget-Friendly
Sankranthi Veg,3.1,200.0,Marathahalli,South Indian,Budget-Friendly
Sankranthi Veg Restaurant,3.0,600.0,Bannerghatta Road,South Indian,Luxury Premium
Sankranti,3.6,600.0,Brookefield,Andhra,Luxury Premium
Sanky'S Burger House,4.3,300.0,Frazer Town,Burger,Budget-Friendly
Sanman,4.0,700.0,Malleshwaram,North Indian,Luxury Premium
Sanman Veg,3.5,250.0,Brigade Road,South Indian,Budget-Friendly
Sannidhi Grand,3.2,150.0,Rajajinagar,South Indian,Budget-Friendly
Santƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚Ƒƒƒ‚Ƒƒ‚‚‚Ƒƒ‚‚Ƒ‚‚É Spa Cuisine,4.9,1000.0,Old Airport Road,Healthy Food,Luxury Premium
Santhanam Sweets & Savouries,3.9,150.0,Brigade Road,Mithai,Budget-Friendly
Santhrupthi,3.4,550.0,Electronic City,Andhra,Luxury Premium
Santo'S,3.7,650.0,Malleshwaram,North Indian,Luxury Premium
Santrupthi Khanavalli,3.4,200.0,Old Airport Road,South Indian,Budget-Friendly
Santrupti Sagar,2.9,300.0,Bannerghatta Road,South Indian,Budget-Friendly
Santrupti Uttara Karnataka Food Store,3.3,200.0,Koramangala 7Th Block,South Indian,Budget-Friendly
Sanyogita'S,3.2,300.0,Sarjapur Road,North Indian,Budget-Friendly
Sapfresh,3.5,150.0,Koramangala 6Th Block,Beverages,Budget-Friendly
Sapthagiri Non Veg,2.8,300.0,Rajajinagar,Fast Food,Budget-Friendly
Sapthagiri'S Naidu Eating Point,3.4,300.0,Frazer Town,Biryani,Budget-Friendly
Sarah'S,3.8,400.0,Kalyan Nagar,Fast Food,Mid-Range
Sardaar Ka Chulla,2.8,450.0,Marathahalli,North Indian,Luxury Premium
Sardar Ka Chullah,3.3,400.0,Marathahalli,North Indian,Mid-Range
Sardar Tikka Singh,2.8,500.0,Brookefield,North Indian,Luxury Premium
Sardarji Ka Dhaba,4.0,250.0,"Byresandra,Tavarekere,Madiwala",North Indian,Budget-Friendly
Sardarji Ka Kitchen,3.1,150.0,Malleshwaram,North Indian,Budget-Friendly
Sardarji Londonwaley,2.8,450.0,Bannerghatta Road,North Indian,Luxury Premium
Sarjapur Social,4.6,1500.0,Bellandur,American,Luxury Premium
Sartaj Ambur Dum Biryani,3.2,150.0,Frazer Town,Biryani,Budget-Friendly
Sarvam,3.5,550.0,Koramangala 5Th Block,South Indian,Luxury Premium
Sarvam'S,3.7,550.0,Basavanagudi,North Indian,Luxury Premium
Sasu Maa Ki Rasoi,3.6,300.0,Sarjapur Road,North Indian,Budget-Friendly
Satakarni,3.1,650.0,Brookefield,Chinese,Luxury Premium
Sathya'S,4.1,1200.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Satkar,3.6,350.0,Electronic City,Chinese,Mid-Range
Satkar Restaurant,3.6,350.0,Electronic City,North Indian,Mid-Range
Satrangi,3.7,900.0,Malleshwaram,North Indian,Luxury Premium
Sattuani,3.5,250.0,Brigade Road,Bihari,Budget-Friendly
Sattvam,4.3,1200.0,Bannerghatta Road,North Indian,Luxury Premium
Sattvam Bakes,3.6,300.0,Malleshwaram,Desserts,Budget-Friendly
Sattvic,3.5,450.0,Electronic City,South Indian,Luxury Premium
Savera Cafe,3.6,50.0,Lavelle Road,Cafe,Budget-Friendly
Savi Sagar,3.7,450.0,Lavelle Road,North Indian,Luxury Premium
Savitha Family Restaurant,4.0,500.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Savji'S Roll 'N' Biryani,3.9,250.0,Rajajinagar,North Indian,Budget-Friendly
Savours,3.3,350.0,Bellandur,North Indian,Mid-Range
Savoury - Sea Shell Restaurant,3.9,550.0,"Byresandra,Tavarekere,Madiwala",Arabian,Luxury Premium
Savoury Express,3.6,800.0,Indiranagar,Arabian,Luxury Premium
Savoury Restaurant,2.9,800.0,Bellandur,Arabian,Luxury Premium
Sb Foods,3.3,250.0,Jayanagar,South Indian,Budget-Friendly
Sbarro,2.7,500.0,Whitefield,Pizza,Luxury Premium
Scoops N Smiles,3.3,200.0,Malleshwaram,Desserts,Budget-Friendly
Scottish Pub,3.9,600.0,Church Street,Finger Food,Luxury Premium
Sea Green Cafe,3.3,500.0,Banashankari,Cafe,Luxury Premium
Sea Horse,3.4,400.0,Bannerghatta Road,South Indian,Mid-Range
Sea Lions Bbq & Grills,4.6,1100.0,Jayanagar,North Indian,Luxury Premium
Sea Pot,3.5,800.0,Brookefield,Seafood,Luxury Premium
Sea Rock,4.6,1000.0,Malleshwaram,Mangalorean,Luxury Premium
Sea Route,4.1,1100.0,Malleshwaram,Seafood,Luxury Premium
Sea Salt,3.7,600.0,New Bel Road,South Indian,Luxury Premium
Sea Spice By 7 Star,4.0,1200.0,Banashankari,Seafood,Luxury Premium
Seafood Dot Grill,3.9,1200.0,Malleshwaram,Seafood,Luxury Premium
Seafood Place,4.1,800.0,Indiranagar,Chinese,Luxury Premium
Seapot,3.5,600.0,Marathahalli,North Indian,Luxury Premium
Season - Adarsh Hamilton,4.3,1200.0,Brigade Road,North Indian,Luxury Premium
Seasons,2.9,1000.0,Electronic City,North Indian,Luxury Premium
Second Wife Cafe,3.7,400.0,Sarjapur Road,Arabian,Mid-Range
Sector 7 Cafƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚É,4.3,700.0,"Byresandra,Tavarekere,Madiwala",Cafe,Luxury Premium
Sector 7 Cafƒƒ‚Ƒƒ‚‚Ƒƒƒ‚‚Ƒ‚‚Ƒƒƒ‚Ƒƒ‚‚‚Ƒƒ‚‚Ƒ‚‚É,4.3,700.0,Koramangala 6Th Block,Cafe,Luxury Premium
Seekers Cafe,3.6,500.0,"Byresandra,Tavarekere,Madiwala",Italian,Luxury Premium
Seeya Restaurant,3.3,350.0,Whitefield,North Indian,Mid-Range
Selfie Cafe,3.7,300.0,"Byresandra,Tavarekere,Madiwala",Beverages,Budget-Friendly
Sendhoor Coffee,3.9,150.0,Indiranagar,Coffee,Budget-Friendly
Senthur Cafe,3.4,100.0,Koramangala 7Th Block,South Indian,Budget-Friendly
Serenitea4U,3.4,100.0,Indiranagar,Beverages,Budget-Friendly
Serranos Mexican Grill,3.7,400.0,Kalyan Nagar,Mexican,Mid-Range
Sethji Home Made Food,3.5,350.0,Old Airport Road,North Indian,Mid-Range
Seven Ate Nine,2.8,700.0,"Byresandra,Tavarekere,Madiwala",North Indian,Luxury Premium
Seven Spices - Manipal County,2.8,900.0,Electronic City,North Indian,Luxury Premium
Seven Star,3.4,250.0,Banashankari,North Indian,Budget-Friendly
Sfc Kabab Corner,3.6,350.0,Electronic City,Chinese,Mid-Range
Sgs Non Veg - Gundu Pulav,3.1,400.0,Marathahalli,Biryani,Mid-Range
Sgs Nonveg- Gundu Palav,3.6,400.0,Kalyan Nagar,Biryani,Mid-Range
Shaadi Ki Biryani,2.8,600.0,Brigade Road,Biryani,Luxury Premium
Shaahi Mezbaan Restaurant,3.1,350.0,"Byresandra,Tavarekere,Madiwala",North Indian,Mid-Range
Shaan-E-Punjab,2.9,500.0,Brookefield,North Indian,Luxury Premium
Shaap,3.6,500.0,"Byresandra,Tavarekere,Madiwala",Kerala,Luxury Premium
Shabari Kitchen,3.5,150.0,"Byresandra,Tavarekere,Madiwala",South Indian,Budget-Friendly
Sha-E-Darbar,3.7,400.0,Malleshwaram,North Indian,Mid-Range
Shagun Sweets & Foods,3.5,400.0,Bannerghatta Road,Mithai,Mid-Range
Shahi Darbar,3.2,300.0,Koramangala 4Th Block,Chinese,Budget-Friendly
Shahi Darbar Roll Centre,3.9,400.0,New Bel Road,Street Food,Mid-Range
Shahi Dasterkhwan,2.9,400.0,Koramangala 4Th Block,North Indian,Mid-Range
Shahi Family Restaurant,3.2,350.0,Lavelle Road,North Indian,Mid-Range
Shahi Grill,3.4,400.0,Marathahalli,North Indian,Mid-Range
Shahi Hyderabadi Dum Biryani,3.1,500.0,Kalyan Nagar,North Indian,Luxury Premium
Shahi Kabab,3.8,200.0,Church Street,Rolls,Budget-Friendly
Shahi Rasoi,3.1,600.0,Hsr,North Indian,Luxury Premium
Shahi Zaikha,3.2,300.0,Bellandur,Chinese,Budget-Friendly
Shaik'S Dynasty,3.2,450.0,Kalyan Nagar,North Indian,Luxury Premium
Shake It Off,3.6,600.0,Marathahalli,Beverages,Luxury Premium
Shake N Snack,3.6,200.0,Brigade Road,Beverages,Budget-Friendly
Shake Tat Bottle,3.2,200.0,Koramangala 5Th Block,Beverages,Budget-Friendly
Shake The Shake,2.8,200.0,"Byresandra,Tavarekere,Madiwala",Juices,Budget-Friendly
Shaken & Stirred,3.9,1500.0,Brigade Road,Continental,Luxury Premium
Shakes Theory,4.5,300.0,Banashankari,Beverages,Budget-Friendly
Shakes365,2.8,300.0,Brookefield,Beverages,Budget-Friendly
Shakesbierre,4.3,1500.0,Lavelle Road,Asian,Luxury Premium
Shakthi Bar And Restaurant,3.1,900.0,Malleshwaram,North Indian,Luxury Premium
Shalimar,4.0,700.0,Brigade Road,North Indian,Luxury Premium
Shammah'S,3.3,300.0,Kalyan Nagar,Chinese,Budget-Friendly
Shan Restaurant,3.0,400.0,Brigade Road,Kerala,Mid-Range
Shandong,4.0,500.0,Kalyan Nagar,Chinese,Luxury Premium
Shandys-The Beer Cocktail Hub,2.8,1400.0,Electronic City,North Indian,Luxury Premium
Shan-E-Punjabi Express,3.1,400.0,Brookefield,North Indian,Mid-Range
Shang Palace - Shangri-La Hotel,4.1,2000.0,Lavelle Road,Chinese,Luxury Premium
Shangai Sun,3.4,500.0,"Byresandra,Tavarekere,Madiwala",Asian,Luxury Premium
Shanghai Bistro,4.1,800.0,Bellandur,Chinese,Luxury Premium
Shanghai Court,4.1,700.0,Jp Nagar,Chinese,Luxury Premium
Shanghai Times,3.1,450.0,Jayanagar,Chinese,Luxury Premium
Shanghai Xpress,3.1,300.0,Kalyan Nagar,Chinese,Budget-Friendly
Shankar Maanes Kitchen,3.8,500.0,Hsr,South Indian,Luxury Premium
Shanmukha,3.8,800.0,Indiranagar,Biryani,Luxury Premium
